# Section Boundary Audit (amended definitions)
# Run ID: 20260820T150023Z
# Timestamp: 2026-08-20T15:00:25.293668+00:00
# Minimum half word count: 100
# Minimum prepared fraction: 10%
#
# Exclusion rule (fixed before timing classification was visible):
# Events whose release timing cannot be sourced from a documented public
# timestamp are excluded from grading, as are events with intraday timing.
# This rule was fixed before the timing classification was visible.
# Timestamp: 2026-08-11T23:00:00Z
#
# Amended boundary definitions:
# 1. Press Release: Content delimited by === PRESS RELEASE === header.
# 2. Prepared Remarks: Within transcript, operator opening through Q&A transition.
#    Strict precedence: (a) FactSet QUESTION AND ANSWER SECTION header,
#    (b) natural-language transition phrase, (c) if neither: manual.
#    [Operator Instructions] NOT used as primary marker.
# 3. Guidance Passage: Untestable (mechanically infeasible).
# 4. Q&A: From transition marker through end of transcript block.
#
# Known recoverable losses (not recovered, 3 weeks to deadline):
#   WDAY x3: IR boilerplate transition phrase in intro (InsiderMonkey/Globe and Mail)
#   NFLX x6: InsiderMonkey moderator intro transition phrase
#   These are per-source formatting issues, recoverable with source-specific markers.
#
# Transcript/marker reconciliation: 231 have transcript, 6 have no marker
#   (3 truncated LLY, 2 raw-HTML PEP, 1 misattributed SPOT).
#
document_id,ticker,issuer,report_date,press_release,prepared_remarks,qa,transcript_split_marker,min_half_wordcount,doc_types_present,has_human_worksheet,notes,run_id
STAN.L_FQ3_2025,STAN.L,p2_standard_chartered,2025-10-30,available,manual,manual,transition_phrase,81,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,"min-half wordcount 81 < 100 (prepared=81, qa=9136); marker was transition_phrase",20260820T150023Z
STAN.L_FQ4_2025,STAN.L,p2_standard_chartered,2026-02-23,absent,manual,manual,transition_phrase,980,EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,"prepared fraction 8.1% < 10% (prepared=980, transcript=12079); marker was transition_phrase",20260820T150023Z
SBUX_FQ1_2026,SBUX,p2_starbucks,2026-01-27,available,absent,absent,none,,PRESS RELEASE,False,no transcript section,20260820T150023Z
SBUX_FQ3_2025,SBUX,p2_starbucks,2025-07-29,available,absent,absent,none,,PRESS RELEASE; EARNINGS PRESENTATION,False,no transcript section,20260820T150023Z
SBUX_FQ4_2025,SBUX,p2_starbucks,2025-10-29,available,available,available,factset_header,3977,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260820T150023Z
UNH_FQ2_2025,UNH,p2_unitedhealth,2025-07-28,available,manual,manual,transition_phrase,1271,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,"prepared fraction 8.3% < 10% (prepared=1271, transcript=15362); marker was transition_phrase",20260820T150023Z
UNH_FQ3_2025,UNH,p2_unitedhealth,2025-10-27,available,available,available,transition_phrase,4481,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260820T150023Z
UNH_FQ4_2025,UNH,p2_unitedhealth,2026-01-26,available,available,available,transition_phrase,5040,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260820T150023Z
V_FQ1_2025,V,p2_visa,2025-04-28,available,available,available,factset_header,4325,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260820T150023Z
V_FQ1_2026,V,p2_visa,2026-04-28,available,available,available,factset_header,5526,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260820T150023Z
V_FQ2_2025,V,p2_visa,2025-07-29,available,available,available,factset_header,4334,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260820T150023Z
V_FQ3_2025,V,p2_visa,2025-10-28,available,available,available,factset_header,5286,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260820T150023Z
WDAY_FQ1_2025,WDAY,p2_workday,2025-05-22,available,absent,absent,none,,PRESS RELEASE; EARNINGS PRESENTATION,False,no transcript section,20260820T150023Z
WDAY_FQ2_2025,WDAY,p2_workday,2025-08-21,available,manual,manual,transition_phrase,149,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,"prepared fraction 0.3% < 10% (prepared=149, transcript=51835); marker was transition_phrase",20260820T150023Z
WDAY_FQ3_2025,WDAY,p2_workday,2025-11-25,available,manual,manual,transition_phrase,122,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,"prepared fraction 1.3% < 10% (prepared=122, transcript=9105); marker was transition_phrase",20260820T150023Z
WDAY_FQ4_2025,WDAY,p2_workday,2026-02-24,available,manual,manual,transition_phrase,130,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,"prepared fraction 0.2% < 10% (prepared=130, transcript=52010); marker was transition_phrase",20260820T150023Z
